quantity,value
IVW,-0.043819143559742216
IVW SE,0.05671302530297333
IVW p,0.43973137628981035
IVW CI low,-0.1549746306078787
IVW CI high,0.06733634348839426
Simple average,-0.05258037007316027
Simple average SE,0.08550778526354694
Cochran Q,9.870329153298538
I2 (%),0
