boundary_id,date,bin,n
1_10,2024-05-06,1025,1
1_10,2024-05-06,1075,0
1_10,2024-05-06,1125,0
1_10,2024-05-06,1175,1
1_10,2024-05-06,1225,0
1_10,2024-05-06,1275,0
1_10,2024-05-06,1325,0
1_10,2024-05-06,1375,0
1_10,2024-05-06,1425,0
1_10,2024-05-06,1475,0
1_10,2024-05-06,1525,0
1_10,2024-05-06,1575,0
1_10,2024-05-06,1625,0
1_10,2024-05-06,1675,0
1_10,2024-05-06,1725,0
1_10,2024-05-06,1775,0
1_10,2024-05-06,1825,0
1_10,2024-05-06,1875,0
1_10,2024-05-06,1925,2
1_10,2024-05-06,1975,0
1_10,2024-05-10,-1975,0
1_10,2024-05-10,-1925,0
1_10,2024-05-10,-1875,0
1_10,2024-05-10,-1825,0
1_10,2024-05-10,-1775,0
1_10,2024-05-10,-1725,0
1_10,2024-05-10,-1675,1
1_10,2024-05-10,-1625,0
1_10,2024-05-10,-1575,0
1_10,2024-05-10,-1525,0
1_10,2024-05-10,-1475,0
1_10,2024-05-10,-1425,0
1_10,2024-05-10,-1375,0
1_10,2024-05-10,-1325,0
1_10,2024-05-10,-1275,0
1_10,2024-05-10,-1225,0
1_10,2024-05-10,-1175,1
1_10,2024-05-10,-1125,0
1_10,2024-05-10,-1075,0
1_10,2024-05-10,-1025,0
1_10,2024-05-10,-975,0
1_10,2024-05-10,-925,0
1_10,2024-05-10,-875,0
1_10,2024-05-10,-825,0
1_10,2024-05-10,-775,1
1_10,2024-05-10,-725,0
1_10,2024-05-10,-675,0
1_10,2024-05-10,-625,0
1_10,2024-05-10,-575,0
1_10,2024-05-10,-525,0
1_10,2024-05-10,-475,1
1_10,2024-05-10,-425,1
1_10,2024-05-10,-375,0
1_10,2024-05-10,-325,0
1_10,2024-05-10,-275,0
1_10,2024-05-10,-225,0
1_10,2024-05-10,-175,0
1_10,2024-05-10,-125,0
1_10,2024-05-10,-75,0
1_10,2024-05-10,-25,1
1_10,2024-05-10,25,0
1_10,2024-05-10,75,0
1_10,2024-05-10,125,0
1_10,2024-05-10,175,0
1_10,2024-05-10,225,0
1_10,2024-05-10,275,1
1_10,2024-05-10,325,0
1_10,2024-05-10,375,1
1_10,2024-05-10,425,0
1_10,2024-05-10,475,0
1_10,2024-05-10,525,0
1_10,2024-05-10,575,0
1_10,2024-05-10,625,0
1_10,2024-05-10,675,0
1_10,2024-05-10,725,0
1_10,2024-05-10,775,0
1_10,2024-05-10,825,0
1_10,2024-05-10,875,0
1_10,2024-05-10,925,1
1_10,2024-05-10,975,0
1_10,2024-05-10,1025,0
1_10,2024-05-10,1075,0
1_10,2024-05-10,1125,0
1_10,2024-05-10,1175,0
1_10,2024-05-10,1225,0
1_10,2024-05-10,1275,0
1_10,2024-05-10,1325,0
1_10,2024-05-10,1375,0
1_10,2024-05-10,1425,0
1_10,2024-05-10,1475,0
1_10,2024-05-10,1525,0
1_10,2024-05-10,1575,0
1_10,2024-05-10,1625,0
1_10,2024-05-10,1675,0
1_10,2024-05-10,1725,0
1_10,2024-05-10,1775,0
1_10,2024-05-10,1825,0
1_10,2024-05-10,1875,0
1_10,2024-05-10,1925,0
1_10,2024-05-10,1975,0
1_10,2024-05-19,-1975,0
1_10,2024-05-19,-1925,0
1_10,2024-05-19,-1875,0
1_10,2024-05-19,-1825,0
1_10,2024-05-19,-1775,0
1_10,2024-05-19,-1725,0
1_10,2024-05-19,-1675,0
1_10,2024-05-19,-1625,0
1_10,2024-05-19,-1575,0
1_10,2024-05-19,-1525,0
1_10,2024-05-19,-1475,1
1_10,2024-05-19,-1425,0
1_10,2024-05-19,-1375,0
1_10,2024-05-19,-1325,0
1_10,2024-05-19,-1275,0
1_10,2024-05-19,-1225,0
1_10,2024-05-19,-1175,0
1_10,2024-05-19,-1125,0
1_10,2024-05-19,-1075,0
1_10,2024-05-19,-1025,0
1_10,2024-05-19,-975,0
1_10,2024-05-19,-925,0
1_10,2024-05-19,-875,0
1_10,2024-05-19,-825,0
1_10,2024-05-19,-775,0
1_10,2024-05-19,-725,0
1_10,2024-05-19,-675,2
1_10,2024-05-19,-625,0
1_10,2024-05-19,-575,0
1_10,2024-05-19,-525,0
1_10,2024-05-19,-475,0
1_10,2024-05-19,-425,0
1_10,2024-05-19,-375,0
1_10,2024-05-19,-325,0
1_10,2024-05-19,-275,1
1_10,2024-05-19,-225,1
1_10,2024-05-19,-175,0
1_10,2024-05-19,-125,1
1_10,2024-05-19,-75,0
1_10,2024-05-19,-25,0
1_10,2024-05-19,25,0
1_10,2024-05-19,75,1
1_10,2024-05-19,125,2
1_10,2024-05-19,175,0
1_10,2024-05-19,225,0
1_10,2024-05-19,275,0
1_10,2024-05-19,325,0
1_10,2024-05-19,375,0
1_10,2024-05-19,425,0
1_10,2024-05-19,475,0
1_10,2024-05-19,525,0
1_10,2024-05-19,575,1
1_10,2024-05-19,625,0
1_10,2024-05-19,675,0
1_10,2024-05-19,725,0
1_10,2024-05-19,775,1
1_10,2024-05-19,825,0
1_10,2024-05-19,875,1
1_10,2024-05-19,925,3
1_10,2024-05-19,975,0
1_10,2024-05-19,1025,0
1_10,2024-05-19,1075,0
1_10,2024-05-19,1125,0
1_10,2024-05-19,1175,0
1_10,2024-05-19,1225,0
1_10,2024-05-19,1275,0
1_10,2024-05-19,1325,0
1_10,2024-05-19,1375,0
1_10,2024-05-19,1425,0
1_10,2024-05-19,1475,0
1_10,2024-05-19,1525,0
1_10,2024-05-19,1575,0
1_10,2024-05-19,1625,0
1_10,2024-05-19,1675,0
1_10,2024-05-19,1725,0
1_10,2024-05-19,1775,0
1_10,2024-05-19,1825,0
1_10,2024-05-19,1875,0
1_10,2024-05-19,1925,0
1_10,2024-05-19,1975,0
1_10,2024-05-24,-1975,0
1_10,2024-05-24,-1925,0
1_10,2024-05-24,-1875,0
1_10,2024-05-24,-1825,0
1_10,2024-05-24,-1775,0
1_10,2024-05-24,-1725,0
1_10,2024-05-24,-1675,0
1_10,2024-05-24,-1625,0
1_10,2024-05-24,-1575,0
1_10,2024-05-24,-1525,0
1_10,2024-05-24,-1475,0
1_10,2024-05-24,-1425,0
1_10,2024-05-24,-1375,0
1_10,2024-05-24,-1325,0
1_10,2024-05-24,-1275,0
1_10,2024-05-24,-1225,0
1_10,2024-05-24,-1175,0
1_10,2024-05-24,-1125,0
1_10,2024-05-24,-1075,0
1_10,2024-05-24,-1025,0
1_10,2024-05-24,-975,0
1_10,2024-05-24,-925,0
1_10,2024-05-24,-875,0
1_10,2024-05-24,-825,1
1_10,2024-05-24,-775,0
1_10,2024-05-24,-725,0
1_10,2024-05-24,-675,0
1_10,2024-05-24,-625,0
1_10,2024-05-24,-575,0
1_10,2024-05-24,-525,0
1_10,2024-05-24,-475,0
1_10,2024-05-24,-425,0
1_10,2024-05-24,-375,1
1_10,2024-05-24,-325,0
1_10,2024-05-24,-275,0
1_10,2024-05-24,-225,0
1_10,2024-05-24,-175,0
1_10,2024-05-24,-125,0
1_10,2024-05-24,-75,0
1_10,2024-05-24,-25,0
1_10,2024-05-24,25,0
1_10,2024-05-24,75,1
1_10,2024-05-24,125,0
1_10,2024-05-24,175,1
1_10,2024-05-24,225,0
1_10,2024-05-24,275,0
1_10,2024-05-24,325,0
1_10,2024-05-24,375,0
1_10,2024-05-24,425,0
1_10,2024-05-24,475,0
1_10,2024-05-24,525,1
1_10,2024-05-24,575,0
1_10,2024-05-24,625,0
1_10,2024-05-24,675,1
1_10,2024-05-24,725,0
1_10,2024-05-24,775,1
1_10,2024-05-24,825,0
1_10,2024-05-24,875,0
1_10,2024-05-24,925,0
1_10,2024-05-24,975,0
1_10,2024-05-24,1025,0
1_10,2024-05-24,1075,0
1_10,2024-05-24,1125,0
1_10,2024-05-24,1175,0
1_10,2024-05-24,1225,2
1_10,2024-05-24,1275,0
1_10,2024-05-24,1325,0
1_10,2024-05-24,1375,0
1_10,2024-05-24,1425,0
1_10,2024-05-24,1475,0
1_10,2024-05-24,1525,0
1_10,2024-05-24,1575,0
1_10,2024-05-24,1625,0
1_10,2024-05-24,1675,0
1_10,2024-05-24,1725,0
1_10,2024-05-24,1775,0
1_10,2024-05-24,1825,0
1_10,2024-05-24,1875,0
1_10,2024-05-24,1925,0
1_10,2024-05-24,1975,1
1_10,2024-05-28,-1975,0
1_10,2024-05-28,-1925,0
1_10,2024-05-28,-1875,0
1_10,2024-05-28,-1825,0
1_10,2024-05-28,-1775,0
1_10,2024-05-28,-1725,0
1_10,2024-05-28,-1675,0
1_10,2024-05-28,-1625,0
1_10,2024-05-28,-1575,0
1_10,2024-05-28,-1525,0
1_10,2024-05-28,-1475,0
1_10,2024-05-28,-1425,0
1_10,2024-05-28,-1375,0
1_10,2024-05-28,-1325,0
1_10,2024-05-28,-1275,0
1_10,2024-05-28,-1225,0
1_10,2024-05-28,-1175,0
1_10,2024-05-28,-1125,0
1_10,2024-05-28,-1075,0
1_10,2024-05-28,-1025,0
1_10,2024-05-28,-975,0
1_10,2024-05-28,-925,0
1_10,2024-05-28,-875,0
1_10,2024-05-28,-825,0
1_10,2024-05-28,-775,0
1_10,2024-05-28,-725,0
1_10,2024-05-28,-675,0
1_10,2024-05-28,-625,0
1_10,2024-05-28,-575,1
1_10,2024-05-28,-525,0
1_10,2024-05-28,-475,0
1_10,2024-05-28,-425,0
1_10,2024-05-28,-375,0
1_10,2024-05-28,-325,0
1_10,2024-05-28,-275,0
1_10,2024-05-28,-225,0
1_10,2024-05-28,-175,0
1_10,2024-05-28,-125,0
1_10,2024-05-28,-75,0
1_10,2024-05-28,-25,0
1_10,2024-05-28,25,0
1_10,2024-05-28,75,0
1_10,2024-05-28,125,1
1_10,2024-05-28,175,0
1_10,2024-05-28,225,0
1_10,2024-05-28,275,0
1_10,2024-05-28,325,0
1_10,2024-05-28,375,0
1_10,2024-05-28,425,2
1_10,2024-05-28,475,6
1_10,2024-05-28,525,0
1_10,2024-05-28,575,0
1_10,2024-05-28,625,0
1_10,2024-05-28,675,1
1_10,2024-05-28,725,0
1_10,2024-05-28,775,0
1_10,2024-05-28,825,1
1_10,2024-05-28,875,0
1_10,2024-05-28,925,0
1_10,2024-05-28,975,1
1_10,2024-05-28,1025,1
1_10,2024-05-28,1075,0
1_10,2024-05-28,1125,0
1_10,2024-05-28,1175,0
1_10,2024-05-28,1225,0
1_10,2024-05-28,1275,0
1_10,2024-05-28,1325,0
1_10,2024-05-28,1375,0
1_10,2024-05-28,1425,0
1_10,2024-05-28,1475,0
1_10,2024-05-28,1525,0
1_10,2024-05-28,1575,0
1_10,2024-05-28,1625,0
1_10,2024-05-28,1675,0
1_10,2024-05-28,1725,0
1_10,2024-05-28,1775,0
1_10,2024-05-28,1825,0
1_10,2024-05-28,1875,0
1_10,2024-05-28,1925,0
1_10,2024-05-28,1975,0
1_10,2024-06-02,-1975,0
1_10,2024-06-02,-1925,0
1_10,2024-06-02,-1875,0
1_10,2024-06-02,-1825,0
1_10,2024-06-02,-1775,0
1_10,2024-06-02,-1725,0
1_10,2024-06-02,-1675,0
1_10,2024-06-02,-1625,0
1_10,2024-06-02,-1575,0
1_10,2024-06-02,-1525,0
1_10,2024-06-02,-1475,0
1_10,2024-06-02,-1425,0
1_10,2024-06-02,-1375,0
1_10,2024-06-02,-1325,0
1_10,2024-06-02,-1275,0
1_10,2024-06-02,-1225,0
1_10,2024-06-02,-1175,0
1_10,2024-06-02,-1125,0
1_10,2024-06-02,-1075,0
1_10,2024-06-02,-1025,0
1_10,2024-06-02,-975,0
1_10,2024-06-02,-925,0
1_10,2024-06-02,-875,0
1_10,2024-06-02,-825,0
1_10,2024-06-02,-775,1
1_10,2024-06-02,-725,1
1_10,2024-06-02,-675,0
1_10,2024-06-02,-625,0
1_10,2024-06-02,-575,0
1_10,2024-06-02,-525,1
1_10,2024-06-02,-475,0
1_10,2024-06-02,-425,0
1_10,2024-06-02,-375,2
1_10,2024-06-02,-325,1
1_10,2024-06-02,-275,0
1_10,2024-06-02,-225,0
1_10,2024-06-02,-175,0
1_10,2024-06-02,-125,0
1_10,2024-06-02,-75,0
1_10,2024-06-02,-25,1
1_10,2024-06-02,25,0
1_10,2024-06-02,75,0
1_10,2024-06-02,125,0
1_10,2024-06-02,175,0
1_10,2024-06-02,225,0
1_10,2024-06-02,275,0
1_10,2024-06-02,325,0
1_10,2024-06-02,375,2
1_10,2024-06-02,425,0
1_10,2024-06-02,475,0
1_10,2024-06-02,525,2
1_10,2024-06-02,575,1
1_10,2024-06-02,625,0
1_10,2024-06-02,675,1
1_10,2024-06-02,725,1
1_10,2024-06-02,775,0
1_10,2024-06-02,825,0
1_10,2024-06-02,875,0
1_10,2024-06-02,925,0
1_10,2024-06-02,975,0
1_10,2024-06-02,1025,0
1_10,2024-06-02,1075,1
1_10,2024-06-02,1125,0
1_10,2024-06-02,1175,0
1_10,2024-06-02,1225,1
1_10,2024-06-02,1275,1
1_10,2024-06-02,1325,0
1_10,2024-06-02,1375,0
1_10,2024-06-02,1425,0
1_10,2024-06-02,1475,0
1_10,2024-06-02,1525,0
1_10,2024-06-02,1575,1
1_10,2024-06-02,1625,0
1_10,2024-06-02,1675,0
1_10,2024-06-02,1725,0
1_10,2024-06-02,1775,0
1_10,2024-06-02,1825,0
1_10,2024-06-02,1875,1
1_10,2024-06-02,1925,0
1_10,2024-06-02,1975,0
1_10,2024-06-06,-1975,0
1_10,2024-06-06,-1925,0
1_10,2024-06-06,-1875,0
1_10,2024-06-06,-1825,0
1_10,2024-06-06,-1775,0
1_10,2024-06-06,-1725,0
1_10,2024-06-06,-1675,0
1_10,2024-06-06,-1625,0
1_10,2024-06-06,-1575,0
1_10,2024-06-06,-1525,0
1_10,2024-06-06,-1475,0
1_10,2024-06-06,-1425,0
1_10,2024-06-06,-1375,0
1_10,2024-06-06,-1325,0
1_10,2024-06-06,-1275,0
1_10,2024-06-06,-1225,0
1_10,2024-06-06,-1175,0
1_10,2024-06-06,-1125,0
1_10,2024-06-06,-1075,0
1_10,2024-06-06,-1025,0
1_10,2024-06-06,-975,0
1_10,2024-06-06,-925,0
1_10,2024-06-06,-875,0
1_10,2024-06-06,-825,0
1_10,2024-06-06,-775,0
1_10,2024-06-06,-725,0
1_10,2024-06-06,-675,0
1_10,2024-06-06,-625,0
1_10,2024-06-06,-575,0
1_10,2024-06-06,-525,1
1_10,2024-06-06,-475,0
1_10,2024-06-06,-425,0
1_10,2024-06-06,-375,1
1_10,2024-06-06,-325,0
1_10,2024-06-06,-275,0
1_10,2024-06-06,-225,0
1_10,2024-06-06,-175,0
1_10,2024-06-06,-125,0
1_10,2024-06-06,-75,0
1_10,2024-06-06,-25,0
1_10,2024-06-06,25,1
1_10,2024-06-06,75,0
1_10,2024-06-06,125,0
1_10,2024-06-06,175,0
1_10,2024-06-06,225,0
1_10,2024-06-06,275,0
1_10,2024-06-06,325,0
1_10,2024-06-06,375,0
1_10,2024-06-06,425,0
1_10,2024-06-06,475,0
1_10,2024-06-06,525,0
1_10,2024-06-06,575,1
1_10,2024-06-06,625,0
1_10,2024-06-06,675,0
1_10,2024-06-06,725,0
1_10,2024-06-06,775,0
1_10,2024-06-06,825,0
1_10,2024-06-06,875,0
1_10,2024-06-06,925,0
1_10,2024-06-06,975,0
1_10,2024-06-06,1025,0
1_10,2024-06-06,1075,0
1_10,2024-06-06,1125,0
1_10,2024-06-06,1175,0
1_10,2024-06-06,1225,0
1_10,2024-06-06,1275,0
1_10,2024-06-06,1325,0
1_10,2024-06-06,1375,0
1_10,2024-06-06,1425,0
1_10,2024-06-06,1475,0
1_10,2024-06-06,1525,0
1_10,2024-06-06,1575,0
1_10,2024-06-06,1625,0
1_10,2024-06-06,1675,0
1_10,2024-06-06,1725,0
1_10,2024-06-06,1775,0
1_10,2024-06-06,1825,0
1_10,2024-06-06,1875,0
1_10,2024-06-06,1925,0
1_10,2024-06-06,1975,0
1_10,2024-06-11,-1975,0
1_10,2024-06-11,-1925,0
1_10,2024-06-11,-1875,0
1_10,2024-06-11,-1825,0
1_10,2024-06-11,-1775,0
1_10,2024-06-11,-1725,0
1_10,2024-06-11,-1675,0
1_10,2024-06-11,-1625,0
1_10,2024-06-11,-1575,0
1_10,2024-06-11,-1525,0
1_10,2024-06-11,-1475,0
1_10,2024-06-11,-1425,0
1_10,2024-06-11,-1375,0
1_10,2024-06-11,-1325,0
1_10,2024-06-11,-1275,0
1_10,2024-06-11,-1225,0
1_10,2024-06-11,-1175,0
1_10,2024-06-11,-1125,0
1_10,2024-06-11,-1075,0
1_10,2024-06-11,-1025,0
1_10,2024-06-11,-975,0
1_10,2024-06-11,-925,0
1_10,2024-06-11,-875,0
1_10,2024-06-11,-825,0
1_10,2024-06-11,-775,0
1_10,2024-06-11,-725,0
1_10,2024-06-11,-675,0
1_10,2024-06-11,-625,0
1_10,2024-06-11,-575,0
1_10,2024-06-11,-525,0
1_10,2024-06-11,-475,0
1_10,2024-06-11,-425,2
1_10,2024-06-11,-375,0
1_10,2024-06-11,-325,0
1_10,2024-06-11,-275,0
1_10,2024-06-11,-225,0
1_10,2024-06-11,-175,0
1_10,2024-06-11,-125,0
1_10,2024-06-11,-75,2
1_10,2024-06-11,-25,3
1_10,2024-06-11,25,0
1_10,2024-06-11,75,1
1_10,2024-06-11,125,0
1_10,2024-06-11,175,1
1_10,2024-06-11,225,0
1_10,2024-06-11,275,1
1_10,2024-06-11,325,0
1_10,2024-06-11,375,0
1_10,2024-06-11,425,0
1_10,2024-06-11,475,0
1_10,2024-06-11,525,0
1_10,2024-06-11,575,0
1_10,2024-06-11,625,0
1_10,2024-06-11,675,0
1_10,2024-06-11,725,0
1_10,2024-06-11,775,0
1_10,2024-06-11,825,0
1_10,2024-06-11,875,1
1_10,2024-06-11,925,2
1_10,2024-06-11,975,0
1_10,2024-06-11,1025,0
1_10,2024-06-11,1075,0
1_10,2024-06-11,1125,0
1_10,2024-06-11,1175,0
1_10,2024-06-11,1225,0
1_10,2024-06-11,1275,0
1_10,2024-06-11,1325,0
1_10,2024-06-11,1375,0
1_10,2024-06-11,1425,0
1_10,2024-06-11,1475,0
1_10,2024-06-11,1525,0
1_10,2024-06-11,1575,0
1_10,2024-06-11,1625,0
1_10,2024-06-11,1675,0
1_10,2024-06-11,1725,0
1_10,2024-06-11,1775,0
1_10,2024-06-11,1825,0
1_10,2024-06-11,1875,0
1_10,2024-06-11,1925,0
1_10,2024-06-11,1975,0
1_10,2024-06-15,-1975,0
1_10,2024-06-15,-1925,0
1_10,2024-06-15,-1875,0
1_10,2024-06-15,-1825,0
1_10,2024-06-15,-1775,0
1_10,2024-06-15,-1725,0
1_10,2024-06-15,-1675,0
1_10,2024-06-15,-1625,0
1_10,2024-06-15,-1575,0
1_10,2024-06-15,-1525,0
1_10,2024-06-15,-1475,0
1_10,2024-06-15,-1425,0
1_10,2024-06-15,-1375,0
1_10,2024-06-15,-1325,0
1_10,2024-06-15,-1275,0
1_10,2024-06-15,-1225,0
1_10,2024-06-15,-1175,0
1_10,2024-06-15,-1125,0
1_10,2024-06-15,-1075,0
1_10,2024-06-15,-1025,1
1_10,2024-06-15,-975,0
1_10,2024-06-15,-925,0
1_10,2024-06-15,-875,0
1_10,2024-06-15,-825,0
1_10,2024-06-15,-775,0
1_10,2024-06-15,-725,0
1_10,2024-06-15,-675,0
1_10,2024-06-15,-625,0
1_10,2024-06-15,-575,0
1_10,2024-06-15,-525,0
1_10,2024-06-15,-475,0
1_10,2024-06-15,-425,0
1_10,2024-06-15,-375,0
1_10,2024-06-15,-325,0
1_10,2024-06-15,-275,0
1_10,2024-06-15,-225,0
1_10,2024-06-15,-175,0
1_10,2024-06-15,-125,0
1_10,2024-06-15,-75,0
1_10,2024-06-15,-25,0
1_10,2024-06-15,25,4
1_10,2024-06-15,75,0
1_10,2024-06-15,125,0
1_10,2024-06-15,175,0
1_10,2024-06-15,225,0
1_10,2024-06-15,275,0
1_10,2024-06-15,325,0
1_10,2024-06-15,375,0
1_10,2024-06-15,425,0
1_10,2024-06-15,475,1
1_10,2024-06-15,525,0
1_10,2024-06-15,575,0
1_10,2024-06-15,625,0
1_10,2024-06-15,675,0
1_10,2024-06-15,725,0
1_10,2024-06-15,775,0
1_10,2024-06-15,825,1
1_10,2024-06-15,875,5
1_10,2024-06-15,925,0
1_10,2024-06-15,975,0
1_10,2024-06-15,1025,0
1_10,2024-06-15,1075,0
1_10,2024-06-15,1125,0
1_10,2024-06-15,1175,0
1_10,2024-06-15,1225,0
1_10,2024-06-15,1275,0
1_10,2024-06-15,1325,0
1_10,2024-06-15,1375,0
1_10,2024-06-15,1425,0
1_10,2024-06-15,1475,0
1_10,2024-06-15,1525,0
1_10,2024-06-15,1575,0
1_10,2024-06-15,1625,0
1_10,2024-06-15,1675,0
1_10,2024-06-15,1725,0
1_10,2024-06-15,1775,0
1_10,2024-06-15,1825,0
1_10,2024-06-15,1875,0
1_10,2024-06-15,1925,0
1_10,2024-06-15,1975,0
1_10,2024-06-20,-1975,0
1_10,2024-06-20,-1925,0
1_10,2024-06-20,-1875,0
1_10,2024-06-20,-1825,0
1_10,2024-06-20,-1775,0
1_10,2024-06-20,-1725,0
1_10,2024-06-20,-1675,0
1_10,2024-06-20,-1625,0
1_10,2024-06-20,-1575,0
1_10,2024-06-20,-1525,0
1_10,2024-06-20,-1475,0
1_10,2024-06-20,-1425,0
1_10,2024-06-20,-1375,0
1_10,2024-06-20,-1325,0
1_10,2024-06-20,-1275,0
1_10,2024-06-20,-1225,0
1_10,2024-06-20,-1175,0
1_10,2024-06-20,-1125,0
1_10,2024-06-20,-1075,1
1_10,2024-06-20,-1025,0
1_10,2024-06-20,-975,0
1_10,2024-06-20,-925,0
1_10,2024-06-20,-875,0
1_10,2024-06-20,-825,0
1_10,2024-06-20,-775,0
1_10,2024-06-20,-725,0
1_10,2024-06-20,-675,0
1_10,2024-06-20,-625,0
1_10,2024-06-20,-575,0
1_10,2024-06-20,-525,0
1_10,2024-06-20,-475,0
1_10,2024-06-20,-425,0
1_10,2024-06-20,-375,0
1_10,2024-06-20,-325,0
1_10,2024-06-20,-275,0
1_10,2024-06-20,-225,0
1_10,2024-06-20,-175,0
1_10,2024-06-20,-125,0
1_10,2024-06-20,-75,0
1_10,2024-06-20,-25,1
1_10,2024-06-20,25,0
1_10,2024-06-20,75,0
1_10,2024-06-20,125,0
1_10,2024-06-20,175,0
1_10,2024-06-20,225,0
1_10,2024-06-20,275,0
1_10,2024-06-20,325,0
1_10,2024-06-20,375,0
1_10,2024-06-20,425,1
1_10,2024-06-20,475,1
1_10,2024-06-20,525,2
1_10,2024-06-20,575,0
1_10,2024-06-20,625,0
1_10,2024-06-20,675,0
1_10,2024-06-20,725,0
1_10,2024-06-20,775,0
1_10,2024-06-20,825,0
1_10,2024-06-20,875,0
1_10,2024-06-20,925,0
1_10,2024-06-20,975,1
1_10,2024-06-20,1025,1
1_10,2024-06-20,1075,0
1_10,2024-06-20,1125,0
1_10,2024-06-20,1175,0
1_10,2024-06-20,1225,0
1_10,2024-06-20,1275,0
1_10,2024-06-20,1325,0
1_10,2024-06-20,1375,0
1_10,2024-06-20,1425,1
1_10,2024-06-20,1475,0
1_10,2024-06-20,1525,0
1_10,2024-06-20,1575,0
1_10,2024-06-20,1625,1
1_10,2024-06-20,1675,2
1_10,2024-06-20,1725,0
1_10,2024-06-20,1775,0
1_10,2024-06-20,1825,0
1_10,2024-06-20,1875,0
1_10,2024-06-20,1925,0
1_10,2024-06-20,1975,0
1_10,2024-06-24,-1975,0
1_10,2024-06-24,-1925,0
1_10,2024-06-24,-1875,0
1_10,2024-06-24,-1825,0
1_10,2024-06-24,-1775,0
1_10,2024-06-24,-1725,0
1_10,2024-06-24,-1675,0
1_10,2024-06-24,-1625,0
1_10,2024-06-24,-1575,0
1_10,2024-06-24,-1525,0
1_10,2024-06-24,-1475,0
1_10,2024-06-24,-1425,0
1_10,2024-06-24,-1375,0
1_10,2024-06-24,-1325,0
1_10,2024-06-24,-1275,0
1_10,2024-06-24,-1225,0
1_10,2024-06-24,-1175,0
1_10,2024-06-24,-1125,0
1_10,2024-06-24,-1075,0
1_10,2024-06-24,-1025,0
1_10,2024-06-24,-975,0
1_10,2024-06-24,-925,0
1_10,2024-06-24,-875,0
1_10,2024-06-24,-825,0
1_10,2024-06-24,-775,0
1_10,2024-06-24,-725,0
1_10,2024-06-24,-675,0
1_10,2024-06-24,-625,0
1_10,2024-06-24,-575,0
1_10,2024-06-24,-525,0
1_10,2024-06-24,-475,0
1_10,2024-06-24,-425,1
1_10,2024-06-24,-375,0
1_10,2024-06-24,-325,0
1_10,2024-06-24,-275,0
1_10,2024-06-24,-225,0
1_10,2024-06-24,-175,0
1_10,2024-06-24,-125,0
1_10,2024-06-24,-75,0
1_10,2024-06-24,-25,0
1_10,2024-06-24,25,0
1_10,2024-06-24,75,0
1_10,2024-06-24,125,1
1_10,2024-06-24,175,0
1_10,2024-06-24,225,0
1_10,2024-06-24,275,2
1_10,2024-06-24,325,0
1_10,2024-06-24,375,2
1_10,2024-06-24,425,1
1_10,2024-06-24,475,0
1_10,2024-06-24,525,0
1_10,2024-06-24,575,0
1_10,2024-06-24,625,0
1_10,2024-06-24,675,1
1_10,2024-06-24,725,0
1_10,2024-06-24,775,0
1_10,2024-06-24,825,0
1_10,2024-06-24,875,0
1_10,2024-06-24,925,0
1_10,2024-06-24,975,0
1_10,2024-06-24,1025,0
1_10,2024-06-24,1075,0
1_10,2024-06-24,1125,0
1_10,2024-06-24,1175,0
1_10,2024-06-24,1225,0
1_10,2024-06-24,1275,0
1_10,2024-06-24,1325,0
1_10,2024-06-24,1375,0
1_10,2024-06-24,1425,0
1_10,2024-06-24,1475,0
1_10,2024-06-24,1525,0
1_10,2024-06-24,1575,0
1_10,2024-06-24,1625,0
1_10,2024-06-24,1675,0
1_10,2024-06-24,1725,0
1_10,2024-06-24,1775,0
1_10,2024-06-24,1825,0
1_10,2024-06-24,1875,0
1_10,2024-06-24,1925,0
1_10,2024-06-24,1975,0
1_10,2024-06-29,-1975,0
1_10,2024-06-29,-1925,0
1_10,2024-06-29,-1875,0
1_10,2024-06-29,-1825,0
1_10,2024-06-29,-1775,0
1_10,2024-06-29,-1725,0
1_10,2024-06-29,-1675,0
1_10,2024-06-29,-1625,0
1_10,2024-06-29,-1575,0
1_10,2024-06-29,-1525,0
1_10,2024-06-29,-1475,0
1_10,2024-06-29,-1425,0
1_10,2024-06-29,-1375,0
1_10,2024-06-29,-1325,0
1_10,2024-06-29,-1275,0
1_10,2024-06-29,-1225,0
1_10,2024-06-29,-1175,0
1_10,2024-06-29,-1125,0
1_10,2024-06-29,-1075,0
1_10,2024-06-29,-1025,0
1_10,2024-06-29,-975,0
1_10,2024-06-29,-925,0
1_10,2024-06-29,-875,0
1_10,2024-06-29,-825,0
1_10,2024-06-29,-775,0
1_10,2024-06-29,-725,0
1_10,2024-06-29,-675,0
1_10,2024-06-29,-625,0
1_10,2024-06-29,-575,0
1_10,2024-06-29,-525,0
1_10,2024-06-29,-475,0
1_10,2024-06-29,-425,0
1_10,2024-06-29,-375,0
1_10,2024-06-29,-325,0
1_10,2024-06-29,-275,0
1_10,2024-06-29,-225,0
1_10,2024-06-29,-175,0
1_10,2024-06-29,-125,0
1_10,2024-06-29,-75,0
1_10,2024-06-29,-25,0
1_10,2024-06-29,25,0
1_10,2024-06-29,75,0
1_10,2024-06-29,125,1
1_10,2024-06-29,175,0
1_10,2024-06-29,225,0
1_10,2024-06-29,275,0
1_10,2024-06-29,325,0
1_10,2024-06-29,375,1
1_10,2024-06-29,425,0
1_10,2024-06-29,475,0
1_10,2024-06-29,525,0
1_10,2024-06-29,575,0
1_10,2024-06-29,625,0
