date,bin_center,n_crimes,treated,side
2024-04-11,-1950,1,1,Treated (water rationing)
2024-04-11,-1850,1,1,Treated (water rationing)
2024-04-11,-1800,1,1,Treated (water rationing)
2024-04-11,-1500,1,1,Treated (water rationing)
2024-04-11,-1450,4,1,Treated (water rationing)
2024-04-11,-1300,1,1,Treated (water rationing)
2024-04-11,-1200,1,1,Treated (water rationing)
2024-04-11,-1000,1,1,Treated (water rationing)
2024-04-11,-850,3,1,Treated (water rationing)
2024-04-11,-800,3,1,Treated (water rationing)
2024-04-11,-700,1,1,Treated (water rationing)
2024-04-11,-650,3,1,Treated (water rationing)
2024-04-11,-600,2,1,Treated (water rationing)
2024-04-11,-550,1,1,Treated (water rationing)
2024-04-11,-450,3,1,Treated (water rationing)
2024-04-11,-300,2,1,Treated (water rationing)
2024-04-11,-50,2,1,Treated (water rationing)
2024-04-11,-0,2,1,Control (no rationing)
2024-04-11,100,2,0,Control (no rationing)
2024-04-11,150,1,0,Control (no rationing)
2024-04-11,300,3,0,Control (no rationing)
2024-04-11,350,1,0,Control (no rationing)
2024-04-11,400,1,0,Control (no rationing)
2024-04-11,450,3,0,Control (no rationing)
2024-04-11,500,1,0,Control (no rationing)
2024-04-11,550,1,0,Control (no rationing)
2024-04-11,600,1,0,Control (no rationing)
2024-04-11,700,1,0,Control (no rationing)
2024-04-11,750,1,0,Control (no rationing)
2024-04-11,900,3,0,Control (no rationing)
2024-04-11,950,1,0,Control (no rationing)
2024-04-11,1000,4,0,Control (no rationing)
2024-04-11,1050,4,0,Control (no rationing)
2024-04-11,1150,1,0,Control (no rationing)
2024-04-11,1250,1,0,Control (no rationing)
2024-04-11,1300,1,0,Control (no rationing)
2024-04-11,1450,1,0,Control (no rationing)
2024-04-11,1500,2,0,Control (no rationing)
2024-04-11,1600,1,0,Control (no rationing)
2024-04-11,1700,3,0,Control (no rationing)
2024-04-11,1750,1,0,Control (no rationing)
2024-04-11,1800,1,0,Control (no rationing)
2024-04-11,1950,2,0,Control (no rationing)
2024-04-11,2100,1,0,Control (no rationing)
2024-04-11,2150,1,0,Control (no rationing)
2024-04-11,2300,1,0,Control (no rationing)
2024-04-11,2450,2,0,Control (no rationing)
2024-04-11,2500,2,0,Control (no rationing)
2024-04-11,2650,3,0,Control (no rationing)
2024-04-11,2850,4,0,Control (no rationing)
2024-04-11,2900,2,0,Control (no rationing)
2024-04-11,2950,2,0,Control (no rationing)
2024-04-11,3050,1,0,Control (no rationing)
2024-04-11,3350,2,0,Control (no rationing)
2024-04-11,3400,1,0,Control (no rationing)
2024-04-11,3600,1,0,Control (no rationing)
2024-04-11,3700,1,0,Control (no rationing)
2024-04-11,3800,2,0,Control (no rationing)
2024-04-11,3850,1,0,Control (no rationing)
2024-04-11,3900,1,0,Control (no rationing)
2024-04-11,3950,2,0,Control (no rationing)
2024-04-11,4000,3,0,Control (no rationing)
2024-04-11,4050,1,0,Control (no rationing)
2024-04-11,4150,1,0,Control (no rationing)
2024-04-11,4250,3,0,Control (no rationing)
2024-04-11,4300,1,0,Control (no rationing)
2024-04-11,4350,2,0,Control (no rationing)
2024-04-11,4400,4,0,Control (no rationing)
2024-04-11,4450,2,0,Control (no rationing)
2024-04-11,4500,1,0,Control (no rationing)
2024-04-11,4650,2,0,Control (no rationing)
2024-04-11,4750,1,0,Control (no rationing)
2024-04-11,4950,1,0,Control (no rationing)
2024-04-11,5000,1,0,Control (no rationing)
2024-04-11,5050,3,0,Control (no rationing)
2024-04-11,5250,2,0,Control (no rationing)
2024-04-11,5300,2,0,Control (no rationing)
2024-04-11,5350,3,0,Control (no rationing)
2024-04-11,5400,1,0,Control (no rationing)
2024-04-11,5450,1,0,Control (no rationing)
2024-04-11,5500,2,0,Control (no rationing)
2024-04-11,5550,3,0,Control (no rationing)
2024-04-11,5600,1,0,Control (no rationing)
2024-04-11,5650,1,0,Control (no rationing)
2024-04-11,5700,1,0,Control (no rationing)
2024-04-11,5850,2,0,Control (no rationing)
2024-04-11,5900,1,0,Control (no rationing)
2024-04-11,6050,2,0,Control (no rationing)
2024-04-11,6100,2,0,Control (no rationing)
2024-04-11,6250,3,0,Control (no rationing)
2024-04-11,6300,1,0,Control (no rationing)
2024-04-11,6350,1,0,Control (no rationing)
2024-04-11,6450,1,0,Control (no rationing)
2024-04-11,6500,3,0,Control (no rationing)
2024-04-11,6550,1,0,Control (no rationing)
2024-04-11,6750,1,0,Control (no rationing)
2024-04-11,6800,2,0,Control (no rationing)
2024-04-11,6850,1,0,Control (no rationing)
2024-04-11,6900,3,0,Control (no rationing)
2024-04-11,6950,1,0,Control (no rationing)
2024-04-11,7050,2,0,Control (no rationing)
2024-04-11,7100,1,0,Control (no rationing)
2024-04-11,7200,2,0,Control (no rationing)
2024-04-11,7350,1,0,Control (no rationing)
2024-04-11,7400,2,0,Control (no rationing)
2024-04-11,7550,1,0,Control (no rationing)
2024-04-11,7600,1,0,Control (no rationing)
2024-04-11,7650,1,0,Control (no rationing)
2024-04-11,7750,1,0,Control (no rationing)
2024-04-11,7800,1,0,Control (no rationing)
2024-04-11,7850,2,0,Control (no rationing)
2024-04-11,7900,1,0,Control (no rationing)
2024-04-11,8000,1,0,Control (no rationing)
2024-04-11,8050,1,0,Control (no rationing)
2024-04-11,8150,1,0,Control (no rationing)
2024-04-11,8250,3,0,Control (no rationing)
2024-04-11,8300,1,0,Control (no rationing)
2024-04-11,8500,3,0,Control (no rationing)
2024-04-11,8550,1,0,Control (no rationing)
2024-04-11,9400,1,0,Control (no rationing)
2024-04-12,-2550,1,1,Treated (water rationing)
2024-04-12,-2500,1,1,Treated (water rationing)
2024-04-12,-2450,1,1,Treated (water rationing)
2024-04-12,-2250,1,1,Treated (water rationing)
2024-04-12,-2000,4,1,Treated (water rationing)
2024-04-12,-1900,1,1,Treated (water rationing)
2024-04-12,-1750,2,1,Treated (water rationing)
2024-04-12,-1500,1,1,Treated (water rationing)
2024-04-12,-1350,1,1,Treated (water rationing)
2024-04-12,-1300,1,1,Treated (water rationing)
2024-04-12,-1150,1,1,Treated (water rationing)
2024-04-12,-850,1,1,Treated (water rationing)
2024-04-12,-750,2,1,Treated (water rationing)
2024-04-12,-650,1,1,Treated (water rationing)
2024-04-12,-550,1,1,Treated (water rationing)
2024-04-12,-500,1,1,Treated (water rationing)
2024-04-12,-200,1,1,Treated (water rationing)
2024-04-12,-150,6,1,Treated (water rationing)
2024-04-12,-100,5,1,Treated (water rationing)
2024-04-12,-50,1,1,Treated (water rationing)
2024-04-12,150,1,0,Control (no rationing)
2024-04-12,300,3,0,Control (no rationing)
2024-04-12,400,3,0,Control (no rationing)
2024-04-12,450,2,0,Control (no rationing)
2024-04-12,550,2,0,Control (no rationing)
2024-04-12,600,3,0,Control (no rationing)
2024-04-12,650,3,0,Control (no rationing)
2024-04-12,700,1,0,Control (no rationing)
2024-04-12,750,2,0,Control (no rationing)
2024-04-12,800,4,0,Control (no rationing)
2024-04-12,950,1,0,Control (no rationing)
2024-04-12,1000,2,0,Control (no rationing)
2024-04-12,1050,2,0,Control (no rationing)
2024-04-12,1100,2,0,Control (no rationing)
2024-04-12,1150,3,0,Control (no rationing)
2024-04-12,1200,4,0,Control (no rationing)
2024-04-12,1250,1,0,Control (no rationing)
2024-04-12,1300,4,0,Control (no rationing)
2024-04-12,1350,1,0,Control (no rationing)
2024-04-12,1450,1,0,Control (no rationing)
2024-04-12,1500,1,0,Control (no rationing)
2024-04-12,1550,2,0,Control (no rationing)
2024-04-12,1650,1,0,Control (no rationing)
2024-04-12,1700,1,0,Control (no rationing)
2024-04-12,1750,1,0,Control (no rationing)
2024-04-12,1850,6,0,Control (no rationing)
2024-04-12,1900,1,0,Control (no rationing)
2024-04-12,2000,3,0,Control (no rationing)
2024-04-12,2350,1,0,Control (no rationing)
2024-04-12,2400,3,0,Control (no rationing)
2024-04-12,2500,1,0,Control (no rationing)
2024-04-12,2550,1,0,Control (no rationing)
2024-04-12,2650,2,0,Control (no rationing)
2024-04-12,2800,1,0,Control (no rationing)
2024-04-12,2850,1,0,Control (no rationing)
2024-04-12,2900,2,0,Control (no rationing)
2024-04-12,3000,2,0,Control (no rationing)
2024-04-12,3050,1,0,Control (no rationing)
2024-04-12,3150,1,0,Control (no rationing)
2024-04-12,3250,1,0,Control (no rationing)
2024-04-12,3300,2,0,Control (no rationing)
2024-04-12,3350,1,0,Control (no rationing)
2024-04-12,3550,4,0,Control (no rationing)
2024-04-12,3600,1,0,Control (no rationing)
2024-04-12,3650,2,0,Control (no rationing)
2024-04-12,3750,1,0,Control (no rationing)
2024-04-12,3800,4,0,Control (no rationing)
2024-04-12,3850,1,0,Control (no rationing)
2024-04-12,3950,1,0,Control (no rationing)
2024-04-12,4000,1,0,Control (no rationing)
2024-04-12,4150,1,0,Control (no rationing)
2024-04-12,4200,6,0,Control (no rationing)
2024-04-12,4350,1,0,Control (no rationing)
2024-04-12,4400,2,0,Control (no rationing)
2024-04-12,4450,2,0,Control (no rationing)
2024-04-12,4500,1,0,Control (no rationing)
2024-04-12,4550,1,0,Control (no rationing)
2024-04-12,4750,3,0,Control (no rationing)
2024-04-12,4800,4,0,Control (no rationing)
2024-04-12,4950,1,0,Control (no rationing)
2024-04-12,5200,1,0,Control (no rationing)
2024-04-12,5400,2,0,Control (no rationing)
2024-04-12,5500,1,0,Control (no rationing)
2024-04-12,5550,1,0,Control (no rationing)
2024-04-12,5750,1,0,Control (no rationing)
2024-04-12,6050,1,0,Control (no rationing)
2024-04-12,6250,1,0,Control (no rationing)
2024-04-12,6550,1,0,Control (no rationing)
2024-04-12,6700,1,0,Control (no rationing)
2024-04-12,6900,1,0,Control (no rationing)
2024-04-12,6950,1,0,Control (no rationing)
2024-04-12,7050,2,0,Control (no rationing)
2024-04-12,7150,4,0,Control (no rationing)
2024-04-12,7300,1,0,Control (no rationing)
2024-04-12,7350,1,0,Control (no rationing)
2024-04-12,7450,2,0,Control (no rationing)
2024-04-12,7600,1,0,Control (no rationing)
2024-04-12,7650,1,0,Control (no rationing)
2024-04-12,7750,1,0,Control (no rationing)
2024-04-12,7950,1,0,Control (no rationing)
2024-04-12,8050,1,0,Control (no rationing)
2024-04-12,8200,2,0,Control (no rationing)
2024-04-12,8650,1,0,Control (no rationing)
2024-04-12,8750,2,0,Control (no rationing)
2024-04-13,-2700,1,1,Treated (water rationing)
2024-04-13,-2150,5,1,Treated (water rationing)
2024-04-13,-2000,1,1,Treated (water rationing)
2024-04-13,-1850,2,1,Treated (water rationing)
2024-04-13,-1750,3,1,Treated (water rationing)
2024-04-13,-1700,3,1,Treated (water rationing)
2024-04-13,-1650,1,1,Treated (water rationing)
2024-04-13,-1500,1,1,Treated (water rationing)
2024-04-13,-1400,1,1,Treated (water rationing)
2024-04-13,-1100,1,1,Treated (water rationing)
2024-04-13,-1000,1,1,Treated (water rationing)
2024-04-13,-950,1,1,Treated (water rationing)
2024-04-13,-800,1,1,Treated (water rationing)
2024-04-13,-700,1,1,Treated (water rationing)
2024-04-13,-650,2,1,Treated (water rationing)
2024-04-13,-600,4,1,Treated (water rationing)
2024-04-13,-500,1,1,Treated (water rationing)
2024-04-13,-450,3,1,Treated (water rationing)
2024-04-13,-400,2,1,Treated (water rationing)
2024-04-13,-250,1,1,Treated (water rationing)
2024-04-13,-200,3,1,Treated (water rationing)
2024-04-13,-150,6,1,Treated (water rationing)
2024-04-13,-100,1,1,Treated (water rationing)
2024-04-13,-50,1,1,Treated (water rationing)
2024-04-13,50,2,0,Control (no rationing)
2024-04-13,150,1,0,Control (no rationing)
2024-04-13,300,1,0,Control (no rationing)
2024-04-13,400,1,0,Control (no rationing)
2024-04-13,450,1,0,Control (no rationing)
2024-04-13,500,7,0,Control (no rationing)
2024-04-13,550,3,0,Control (no rationing)
2024-04-13,600,2,0,Control (no rationing)
2024-04-13,650,3,0,Control (no rationing)
2024-04-13,700,3,0,Control (no rationing)
2024-04-13,850,2,0,Control (no rationing)
2024-04-13,900,3,0,Control (no rationing)
2024-04-13,950,1,0,Control (no rationing)
2024-04-13,1050,2,0,Control (no rationing)
2024-04-13,1100,1,0,Control (no rationing)
2024-04-13,1150,1,0,Control (no rationing)
2024-04-13,1250,1,0,Control (no rationing)
2024-04-13,1450,1,0,Control (no rationing)
2024-04-13,1500,2,0,Control (no rationing)
2024-04-13,1550,1,0,Control (no rationing)
2024-04-13,1600,2,0,Control (no rationing)
2024-04-13,1650,2,0,Control (no rationing)
2024-04-13,1700,1,0,Control (no rationing)
2024-04-13,1750,2,0,Control (no rationing)
2024-04-13,1850,2,0,Control (no rationing)
2024-04-13,1900,2,0,Control (no rationing)
2024-04-13,1950,1,0,Control (no rationing)
2024-04-13,2050,3,0,Control (no rationing)
2024-04-13,2150,1,0,Control (no rationing)
2024-04-13,2250,2,0,Control (no rationing)
2024-04-13,2300,3,0,Control (no rationing)
2024-04-13,2350,2,0,Control (no rationing)
2024-04-13,2400,2,0,Control (no rationing)
2024-04-13,2600,1,0,Control (no rationing)
2024-04-13,2650,1,0,Control (no rationing)
2024-04-13,2750,2,0,Control (no rationing)
2024-04-13,2950,1,0,Control (no rationing)
2024-04-13,3050,1,0,Control (no rationing)
2024-04-13,3200,1,0,Control (no rationing)
2024-04-13,3350,1,0,Control (no rationing)
2024-04-13,3400,1,0,Control (no rationing)
2024-04-13,3450,1,0,Control (no rationing)
2024-04-13,3500,1,0,Control (no rationing)
2024-04-13,3550,1,0,Control (no rationing)
2024-04-13,3600,1,0,Control (no rationing)
2024-04-13,3700,1,0,Control (no rationing)
2024-04-13,3950,1,0,Control (no rationing)
2024-04-13,4050,1,0,Control (no rationing)
2024-04-13,4100,1,0,Control (no rationing)
2024-04-13,4150,1,0,Control (no rationing)
2024-04-13,4250,2,0,Control (no rationing)
2024-04-13,4350,2,0,Control (no rationing)
2024-04-13,4400,2,0,Control (no rationing)
2024-04-13,4450,1,0,Control (no rationing)
2024-04-13,4550,1,0,Control (no rationing)
2024-04-13,4600,2,0,Control (no rationing)
2024-04-13,4700,2,0,Control (no rationing)
2024-04-13,4850,2,0,Control (no rationing)
2024-04-13,4900,2,0,Control (no rationing)
2024-04-13,5000,1,0,Control (no rationing)
2024-04-13,5150,1,0,Control (no rationing)
2024-04-13,5300,1,0,Control (no rationing)
2024-04-13,5450,2,0,Control (no rationing)
2024-04-13,5500,4,0,Control (no rationing)
2024-04-13,5850,1,0,Control (no rationing)
2024-04-13,6150,1,0,Control (no rationing)
2024-04-13,6250,1,0,Control (no rationing)
2024-04-13,6350,2,0,Control (no rationing)
2024-04-13,6750,1,0,Control (no rationing)
2024-04-13,6800,1,0,Control (no rationing)
2024-04-13,6900,1,0,Control (no rationing)
2024-04-13,7000,1,0,Control (no rationing)
2024-04-13,7300,1,0,Control (no rationing)
2024-04-13,7750,1,0,Control (no rationing)
2024-04-13,7800,1,0,Control (no rationing)
2024-04-13,8450,2,0,Control (no rationing)
2024-04-13,8750,1,0,Control (no rationing)
2024-04-13,8950,1,0,Control (no rationing)
2024-04-13,9350,1,0,Control (no rationing)
2024-04-13,9400,2,0,Control (no rationing)
2024-04-13,10350,1,0,Control (no rationing)
2024-04-13,10850,1,0,Control (no rationing)
2024-04-13,11200,1,0,Control (no rationing)
2024-04-13,11250,1,0,Control (no rationing)
2024-04-13,11650,1,0,Control (no rationing)
2024-04-13,11700,1,0,Control (no rationing)
2024-04-13,11850,1,0,Control (no rationing)
2024-04-13,12700,2,0,Control (no rationing)
2024-04-13,13300,1,0,Control (no rationing)
2024-04-13,13800,1,0,Control (no rationing)
2024-04-14,-3950,1,1,Treated (water rationing)
2024-04-14,-3900,1,1,Treated (water rationing)
2024-04-14,-3600,1,1,Treated (water rationing)
2024-04-14,-3550,1,1,Treated (water rationing)
2024-04-14,-3400,1,1,Treated (water rationing)
2024-04-14,-3350,1,1,Treated (water rationing)
2024-04-14,-2950,2,1,Treated (water rationing)
2024-04-14,-2900,2,1,Treated (water rationing)
2024-04-14,-2850,3,1,Treated (water rationing)
2024-04-14,-2750,1,1,Treated (water rationing)
2024-04-14,-2700,2,1,Treated (water rationing)
2024-04-14,-2650,2,1,Treated (water rationing)
2024-04-14,-2600,2,1,Treated (water rationing)
2024-04-14,-2550,5,1,Treated (water rationing)
2024-04-14,-2500,1,1,Treated (water rationing)
2024-04-14,-2450,3,1,Treated (water rationing)
2024-04-14,-2400,5,1,Treated (water rationing)
2024-04-14,-2350,3,1,Treated (water rationing)
2024-04-14,-2250,4,1,Treated (water rationing)
2024-04-14,-2200,6,1,Treated (water rationing)
2024-04-14,-2150,2,1,Treated (water rationing)
2024-04-14,-2100,3,1,Treated (water rationing)
2024-04-14,-2050,2,1,Treated (water rationing)
2024-04-14,-2000,3,1,Treated (water rationing)
2024-04-14,-1950,5,1,Treated (water rationing)
2024-04-14,-1900,2,1,Treated (water rationing)
2024-04-14,-1850,2,1,Treated (water rationing)
2024-04-14,-1800,1,1,Treated (water rationing)
2024-04-14,-1750,1,1,Treated (water rationing)
2024-04-14,-1700,1,1,Treated (water rationing)
2024-04-14,-1650,4,1,Treated (water rationing)
2024-04-14,-1600,3,1,Treated (water rationing)
2024-04-14,-1550,3,1,Treated (water rationing)
2024-04-14,-1500,2,1,Treated (water rationing)
2024-04-14,-1450,3,1,Treated (water rationing)
2024-04-14,-1400,2,1,Treated (water rationing)
2024-04-14,-1300,2,1,Treated (water rationing)
2024-04-14,-1250,4,1,Treated (water rationing)
2024-04-14,-1200,2,1,Treated (water rationing)
2024-04-14,-1150,2,1,Treated (water rationing)
2024-04-14,-1100,1,1,Treated (water rationing)
2024-04-14,-1050,2,1,Treated (water rationing)
2024-04-14,-1000,5,1,Treated (water rationing)
2024-04-14,-950,1,1,Treated (water rationing)
2024-04-14,-900,2,1,Treated (water rationing)
2024-04-14,-850,6,1,Treated (water rationing)
2024-04-14,-800,3,1,Treated (water rationing)
2024-04-14,-750,3,1,Treated (water rationing)
2024-04-14,-700,3,1,Treated (water rationing)
2024-04-14,-650,3,1,Treated (water rationing)
2024-04-14,-600,2,1,Treated (water rationing)
2024-04-14,-550,1,1,Treated (water rationing)
2024-04-14,-500,1,1,Treated (water rationing)
2024-04-14,-450,2,1,Treated (water rationing)
2024-04-14,-400,2,1,Treated (water rationing)
2024-04-14,-300,7,1,Treated (water rationing)
2024-04-14,-250,5,1,Treated (water rationing)
2024-04-14,-200,2,1,Treated (water rationing)
2024-04-14,-0,3,1,Control (no rationing)
2024-04-14,150,2,0,Control (no rationing)
2024-04-14,200,6,0,Control (no rationing)
2024-04-14,300,6,0,Control (no rationing)
2024-04-14,350,2,0,Control (no rationing)
2024-04-14,450,1,0,Control (no rationing)
2024-04-14,550,2,0,Control (no rationing)
2024-04-14,600,3,0,Control (no rationing)
2024-04-14,650,6,0,Control (no rationing)
2024-04-14,700,2,0,Control (no rationing)
2024-04-14,800,1,0,Control (no rationing)
2024-04-14,850,4,0,Control (no rationing)
2024-04-14,1000,1,0,Control (no rationing)
2024-04-14,1150,4,0,Control (no rationing)
2024-04-14,1200,5,0,Control (no rationing)
2024-04-14,1250,3,0,Control (no rationing)
2024-04-14,1300,2,0,Control (no rationing)
2024-04-14,1350,5,0,Control (no rationing)
2024-04-14,1400,4,0,Control (no rationing)
2024-04-14,1450,2,0,Control (no rationing)
2024-04-14,1500,1,0,Control (no rationing)
2024-04-14,1550,2,0,Control (no rationing)
2024-04-14,1600,2,0,Control (no rationing)
2024-04-14,1650,1,0,Control (no rationing)
2024-04-14,1700,5,0,Control (no rationing)
2024-04-14,1750,3,0,Control (no rationing)
2024-04-14,1800,2,0,Control (no rationing)
2024-04-14,1850,5,0,Control (no rationing)
2024-04-14,2000,2,0,Control (no rationing)
2024-04-14,2050,4,0,Control (no rationing)
2024-04-14,2100,4,0,Control (no rationing)
2024-04-14,2150,7,0,Control (no rationing)
2024-04-14,2200,2,0,Control (no rationing)
2024-04-14,2250,4,0,Control (no rationing)
2024-04-14,2300,5,0,Control (no rationing)
2024-04-14,2350,1,0,Control (no rationing)
2024-04-14,2400,8,0,Control (no rationing)
2024-04-14,2500,1,0,Control (no rationing)
2024-04-14,2550,3,0,Control (no rationing)
2024-04-14,2600,9,0,Control (no rationing)
2024-04-14,2650,2,0,Control (no rationing)
2024-04-14,2700,2,0,Control (no rationing)
2024-04-14,2750,4,0,Control (no rationing)
2024-04-14,2800,1,0,Control (no rationing)
2024-04-14,2850,4,0,Control (no rationing)
2024-04-14,2900,3,0,Control (no rationing)
2024-04-14,2950,2,0,Control (no rationing)
2024-04-14,3000,2,0,Control (no rationing)
2024-04-14,3050,5,0,Control (no rationing)
2024-04-14,3100,1,0,Control (no rationing)
2024-04-14,3150,3,0,Control (no rationing)
2024-04-14,3200,2,0,Control (no rationing)
2024-04-14,3250,1,0,Control (no rationing)
2024-04-14,3300,2,0,Control (no rationing)
2024-04-14,3350,2,0,Control (no rationing)
2024-04-14,3400,2,0,Control (no rationing)
2024-04-14,3450,2,0,Control (no rationing)
2024-04-14,3550,1,0,Control (no rationing)
2024-04-14,3600,1,0,Control (no rationing)
2024-04-14,3650,1,0,Control (no rationing)
2024-04-14,3700,1,0,Control (no rationing)
2024-04-14,3750,1,0,Control (no rationing)
2024-04-14,3800,3,0,Control (no rationing)
2024-04-14,3850,4,0,Control (no rationing)
2024-04-14,3900,3,0,Control (no rationing)
2024-04-14,3950,5,0,Control (no rationing)
2024-04-14,4100,1,0,Control (no rationing)
2024-04-14,4150,4,0,Control (no rationing)
2024-04-14,4200,1,0,Control (no rationing)
2024-04-14,4300,2,0,Control (no rationing)
2024-04-14,4350,1,0,Control (no rationing)
2024-04-14,4400,3,0,Control (no rationing)
2024-04-14,4450,1,0,Control (no rationing)
2024-04-14,4550,1,0,Control (no rationing)
2024-04-14,4700,3,0,Control (no rationing)
2024-04-14,4800,2,0,Control (no rationing)
2024-04-14,4850,1,0,Control (no rationing)
2024-04-14,4900,1,0,Control (no rationing)
2024-04-14,4950,3,0,Control (no rationing)
2024-04-14,5000,2,0,Control (no rationing)
2024-04-14,5050,2,0,Control (no rationing)
2024-04-14,5150,2,0,Control (no rationing)
2024-04-14,5300,2,0,Control (no rationing)
2024-04-14,5400,1,0,Control (no rationing)
2024-04-14,5450,4,0,Control (no rationing)
2024-04-14,5500,6,0,Control (no rationing)
2024-04-14,5600,1,0,Control (no rationing)
2024-04-14,5700,2,0,Control (no rationing)
2024-04-14,5900,1,0,Control (no rationing)
2024-04-14,5950,2,0,Control (no rationing)
2024-04-14,6000,1,0,Control (no rationing)
2024-04-14,6100,2,0,Control (no rationing)
2024-04-14,6200,1,0,Control (no rationing)
2024-04-14,6300,2,0,Control (no rationing)
2024-04-14,6450,3,0,Control (no rationing)
2024-04-14,6600,2,0,Control (no rationing)
2024-04-14,6700,2,0,Control (no rationing)
2024-04-14,6750,1,0,Control (no rationing)
2024-04-14,6900,1,0,Control (no rationing)
2024-04-14,7000,1,0,Control (no rationing)
2024-04-14,7100,3,0,Control (no rationing)
2024-04-14,7350,2,0,Control (no rationing)
2024-04-14,7450,1,0,Control (no rationing)
2024-04-14,7550,1,0,Control (no rationing)
2024-04-14,7600,1,0,Control (no rationing)
2024-04-14,7650,2,0,Control (no rationing)
2024-04-14,7900,1,0,Control (no rationing)
2024-04-14,8100,2,0,Control (no rationing)
2024-04-14,8350,2,0,Control (no rationing)
2024-04-14,8400,1,0,Control (no rationing)
2024-04-14,8450,1,0,Control (no rationing)
2024-04-14,8550,2,0,Control (no rationing)
2024-04-14,9600,1,0,Control (no rationing)
2024-04-14,12800,1,0,Control (no rationing)
2024-04-14,14100,1,0,Control (no rationing)
2024-04-16,-1800,1,1,Treated (water rationing)
2024-04-16,-1550,1,1,Treated (water rationing)
2024-04-16,-1500,1,1,Treated (water rationing)
2024-04-16,-1450,2,1,Treated (water rationing)
2024-04-16,-1050,1,1,Treated (water rationing)
2024-04-16,-900,1,1,Treated (water rationing)
2024-04-16,-750,1,1,Treated (water rationing)
2024-04-16,-650,1,1,Treated (water rationing)
2024-04-16,-500,1,1,Treated (water rationing)
2024-04-16,-450,5,1,Treated (water rationing)
2024-04-16,-400,3,1,Treated (water rationing)
2024-04-16,-350,1,1,Treated (water rationing)
2024-04-16,-300,1,1,Treated (water rationing)
2024-04-16,-250,1,1,Treated (water rationing)
2024-04-16,-150,1,1,Treated (water rationing)
2024-04-16,-50,3,1,Treated (water rationing)
2024-04-16,-0,1,1,Control (no rationing)
2024-04-16,100,1,0,Control (no rationing)
2024-04-16,150,1,0,Control (no rationing)
2024-04-16,200,2,0,Control (no rationing)
2024-04-16,350,2,0,Control (no rationing)
2024-04-16,450,1,0,Control (no rationing)
2024-04-16,850,1,0,Control (no rationing)
2024-04-16,1050,1,0,Control (no rationing)
2024-04-16,1100,1,0,Control (no rationing)
2024-04-16,1150,1,0,Control (no rationing)
2024-04-16,1200,1,0,Control (no rationing)
2024-04-16,1350,1,0,Control (no rationing)
2024-04-16,1450,1,0,Control (no rationing)
2024-04-16,1700,1,0,Control (no rationing)
2024-04-16,1750,2,0,Control (no rationing)
2024-04-16,1800,1,0,Control (no rationing)
2024-04-16,1850,1,0,Control (no rationing)
2024-04-16,1900,1,0,Control (no rationing)
2024-04-16,1950,2,0,Control (no rationing)
2024-04-16,2050,3,0,Control (no rationing)
2024-04-16,2100,1,0,Control (no rationing)
2024-04-16,2150,2,0,Control (no rationing)
2024-04-16,2200,1,0,Control (no rationing)
2024-04-16,2300,1,0,Control (no rationing)
2024-04-16,2400,2,0,Control (no rationing)
2024-04-16,2450,2,0,Control (no rationing)
2024-04-16,2500,1,0,Control (no rationing)
2024-04-16,2750,1,0,Control (no rationing)
2024-04-16,2800,1,0,Control (no rationing)
2024-04-16,2850,3,0,Control (no rationing)
2024-04-16,3200,3,0,Control (no rationing)
2024-04-16,3350,2,0,Control (no rationing)
2024-04-16,3500,1,0,Control (no rationing)
2024-04-16,3750,1,0,Control (no rationing)
2024-04-16,4900,3,0,Control (no rationing)
2024-04-16,5150,2,0,Control (no rationing)
2024-04-16,5200,1,0,Control (no rationing)
2024-04-16,5500,1,0,Control (no rationing)
2024-04-16,5900,1,0,Control (no rationing)
2024-04-17,-2100,1,1,Treated (water rationing)
2024-04-17,-2050,1,1,Treated (water rationing)
2024-04-17,-2000,1,1,Treated (water rationing)
2024-04-17,-1400,3,1,Treated (water rationing)
2024-04-17,-1100,1,1,Treated (water rationing)
2024-04-17,-750,2,1,Treated (water rationing)
2024-04-17,-600,1,1,Treated (water rationing)
2024-04-17,-500,1,1,Treated (water rationing)
2024-04-17,50,2,0,Control (no rationing)
2024-04-17,100,2,0,Control (no rationing)
2024-04-17,150,1,0,Control (no rationing)
2024-04-17,250,1,0,Control (no rationing)
2024-04-17,350,1,0,Control (no rationing)
2024-04-17,400,1,0,Control (no rationing)
2024-04-17,450,2,0,Control (no rationing)
2024-04-17,500,1,0,Control (no rationing)
2024-04-17,600,1,0,Control (no rationing)
2024-04-17,650,1,0,Control (no rationing)
2024-04-17,700,1,0,Control (no rationing)
2024-04-17,850,1,0,Control (no rationing)
2024-04-17,900,3,0,Control (no rationing)
2024-04-17,1000,5,0,Control (no rationing)
2024-04-17,1050,2,0,Control (no rationing)
2024-04-17,1100,1,0,Control (no rationing)
2024-04-17,1200,2,0,Control (no rationing)
2024-04-17,1300,1,0,Control (no rationing)
2024-04-17,1550,1,0,Control (no rationing)
2024-04-17,1600,5,0,Control (no rationing)
2024-04-17,1650,1,0,Control (no rationing)
2024-04-17,1700,1,0,Control (no rationing)
2024-04-17,1750,3,0,Control (no rationing)
2024-04-17,1850,1,0,Control (no rationing)
2024-04-17,1900,1,0,Control (no rationing)
2024-04-17,1950,1,0,Control (no rationing)
2024-04-17,2000,4,0,Control (no rationing)
