crime_id,date,polygon_id,shift_id,treated,boundary_id,boundary_distance,running_var,treated_polygon_id,control_polygon_id,x_magna_m,y_magna_m,is_duplicate_record,in_estimation_sample,within_distance_screen,treated_side,abs_distance_m,log_distance_m,distance_km
SUR-02079023-24,2024-11-11,3,8,1,3_12,1802.7982518400631,-1802.7982518400631,3,12,991530.7729258366,1004065.2437244538,0,1,1,treated,1802.7982518400631,7.497649860577165,-1.8027982518400631
SUR-00637434-25,2025-04-09,3,8,0,3_12,1891.573109238959,1891.573109238959,12,3,991409.2406168462,1003823.9766505352,0,1,1,control,1891.573109238959,7.545692615603204,1.891573109238959
SUR-00637927-25,2025-04-09,3,8,0,3_12,1827.9955729120625,1827.9955729120625,12,3,991498.9239448414,1004028.6435361542,0,1,1,control,1827.9955729120625,7.511522227891525,1.8279955729120625
SUR-02045651-24,2024-11-07,3,8,0,3_11,1873.738361972884,1873.738361972884,11,3,992028.2635131314,1004013.0658073024,0,1,1,control,1873.738361972884,7.5362243883867315,1.873738361972884
SUR-02267324-24,2024-12-08,3,8,1,3_12,1473.9428468123194,-1473.9428468123194,3,12,991916.4213530474,1004450.203019614,0,1,1,treated,1473.9428468123194,7.296374520099349,-1.4739428468123197
SUR-02267327-24,2024-12-08,3,8,1,3_12,1473.9428468123194,-1473.9428468123194,3,12,991916.4213530474,1004450.203019614,0,1,1,treated,1473.9428468123194,7.296374520099349,-1.4739428468123197
SUR-02267336-24,2024-12-08,3,8,1,3_12,1473.9428468123194,-1473.9428468123194,3,12,991916.4213530474,1004450.203019614,0,1,1,treated,1473.9428468123194,7.296374520099349,-1.4739428468123197
SUR-02259483-24,2024-12-08,3,8,1,3_12,1422.888517038523,-1422.888517038523,3,12,991981.5189375088,1004546.1037956816,0,1,1,treated,1422.888517038523,7.261146800310666,-1.422888517038523
SUR-00276573-25,2025-02-15,3,8,1,3_12,1447.2941283590767,-1447.2941283590767,3,12,991906.8250103112,1004141.2146407872,0,1,1,treated,1447.2941283590767,7.278141679637906,-1.4472941283590768
SUR-00399193-25,2025-03-05,3,8,1,3_12,1406.1899134150217,-1406.1899134150217,3,12,991951.2031223184,1004166.7467010844,0,1,1,treated,1406.1899134150217,7.249350025557282,-1.4061899134150218
SUR-00399183-25,2025-03-05,3,8,1,3_12,1406.1899134150217,-1406.1899134150217,3,12,991951.2031223184,1004166.7467010844,0,1,1,treated,1406.1899134150217,7.249350025557282,-1.4061899134150218
SUR-00399196-25,2025-03-05,3,8,1,3_12,1406.1899134150217,-1406.1899134150217,3,12,991951.2031223184,1004166.7467010844,0,1,1,treated,1406.1899134150217,7.249350025557282,-1.4061899134150218
SUR-00636616-25,2025-04-09,3,8,0,3_12,1417.069149041454,1417.069149041454,12,3,991940.6158174508,1004169.8728210566,0,1,1,control,1417.069149041454,7.257051471094524,1.417069149041454
SUR-02327020-24,2024-12-16,3,8,0,3_12,1247.4919551068472,1247.4919551068472,12,3,992124.1361071508,1004278.376267146,0,1,1,control,1247.4919551068472,7.129691666052169,1.247491955106847
SUR-00329004-25,2025-02-23,3,8,0,3_12,1157.4222974440656,1157.4222974440656,12,3,992221.0584411324,1004331.0371982508,0,1,1,control,1157.4222974440656,7.054814269930375,1.1574222974440656
SUR-00637752-25,2025-04-09,3,8,0,3_12,1086.541804840787,1086.541804840787,12,3,992277.2038060758,1004202.2184685998,0,1,1,control,1086.541804840787,6.991675203456902,1.086541804840787
SUR-02125847-24,2024-11-19,3,8,0,3_12,1656.8329733181718,1656.8329733181718,12,3,991705.300179906,1004221.8275071372,0,1,1,control,1656.8329733181718,7.41326659076429,1.6568329733181717
SUR-02134581-24,2024-11-20,3,8,1,3_12,1626.0816649051053,-1626.0816649051053,3,12,991744.8310791652,1004294.6258648444,0,1,1,treated,1626.0816649051053,7.394543299508926,-1.6260816649051053
SUR-02134524-24,2024-11-20,3,8,1,3_12,1626.0816649051053,-1626.0816649051053,3,12,991744.8310791652,1004294.6258648444,0,1,1,treated,1626.0816649051053,7.394543299508926,-1.6260816649051053
SUR-02134554-24,2024-11-20,3,8,1,3_12,1626.0816649051053,-1626.0816649051053,3,12,991744.8310791652,1004294.6258648444,0,1,1,treated,1626.0816649051053,7.394543299508926,-1.6260816649051053
SUR-02134533-24,2024-11-20,3,8,1,3_12,1646.970483965206,-1646.970483965206,3,12,991726.0478996638,1004313.6677815652,0,1,1,treated,1646.970483965206,7.40729980009374,-1.6469704839652062
SUR-00276797-25,2025-02-15,3,8,1,3_12,1709.8937095947797,-1709.8937095947797,3,12,991743.3912821632,1004816.5801465138,0,1,1,treated,1709.8937095947797,7.444771150159386,-1.7098937095947797
SUR-00576801-25,2025-03-31,3,8,0,3_12,1656.8329733181718,1656.8329733181718,12,3,991705.300179906,1004221.8275071372,0,1,1,control,1656.8329733181718,7.41326659076429,1.6568329733181717
SUR-00511378-25,2025-03-22,3,8,0,3_12,1730.878391094454,1730.878391094454,12,3,991655.7543662952,1004433.7734854404,0,1,1,control,1730.878391094454,7.456961873663369,1.7308783910944538
SUR-00454627-25,2025-03-14,3,8,1,3_12,1656.8329733181718,-1656.8329733181718,3,12,991705.300179906,1004221.8275071372,0,1,1,treated,1656.8329733181718,7.41326659076429,-1.6568329733181717
SUR-00642849-25,2025-04-10,3,8,1,3_12,1610.5267668564109,-1610.5267668564109,3,12,991758.8180635097,1004280.4467289188,0,1,1,treated,1610.5267668564109,7.384937311019139,-1.610526766856411
SUR-00581279-25,2025-04-01,3,8,1,3_12,1730.878391094454,-1730.878391094454,3,12,991655.7543662952,1004433.7734854404,0,1,1,treated,1730.878391094454,7.456961873663369,-1.7308783910944538
SUR-00051713-25,2025-01-10,3,8,1,3_12,1376.6451827814203,-1376.6451827814203,3,12,992080.4680469064,1004792.9296450038,0,1,1,treated,1376.6451827814203,7.228130931321898,-1.3766451827814203
SUR-02078893-24,2024-11-11,3,8,1,3_12,1271.4350748682534,-1271.4350748682534,3,12,992181.936788028,1004765.0894087934,0,1,1,treated,1271.4350748682534,7.14868772540849,-1.2714350748682537
SUR-00762758-25,2025-04-28,3,8,1,3_12,1293.4742896777152,-1293.4742896777152,3,12,992199.1283554536,1004897.6783873482,0,1,1,treated,1293.4742896777152,7.165859937795218,-1.2934742896777152
SUR-02326826-24,2024-12-16,3,8,0,3_12,1216.044425021184,1216.044425021184,12,3,992232.611793246,1004739.6428707384,0,1,1,control,1216.044425021184,7.104180596036307,1.216044425021184
SUR-00512422-25,2025-03-22,3,8,0,3_12,1181.1887519048637,1181.1887519048637,12,3,992241.4641958192,1004618.2797738158,0,1,1,control,1181.1887519048637,7.075122873799974,1.1811887519048636
SUR-00751970-25,2025-04-27,3,8,0,3_12,1313.031079505767,1313.031079505767,12,3,992144.2011067502,1004785.1051280018,0,1,1,control,1313.031079505767,7.180854851356745,1.313031079505767
SUR-00751977-25,2025-04-27,3,8,0,3_12,1314.414048827105,1314.414048827105,12,3,992144.704457186,1004792.2497565276,0,1,1,control,1314.414048827105,7.181906761080176,1.314414048827105
SUR-00216025-25,2025-02-06,3,8,1,3_12,1079.3424470470363,-1079.3424470470363,3,12,992498.8909250728,1005139.3961136756,0,1,1,treated,1079.3424470470363,6.985033350457944,-1.0793424470470363
SUR-00272715-25,2025-02-15,3,8,1,3_12,1079.3424470470363,-1079.3424470470363,3,12,992498.8909250728,1005139.3961136756,0,1,1,treated,1079.3424470470363,6.985033350457944,-1.0793424470470363
SUR-00104941-25,2025-01-19,3,8,1,3_12,1346.8565134236865,-1346.8565134236865,3,12,992219.4273461708,1005149.1965054524,0,1,1,treated,1346.8565134236865,7.206270841758973,-1.3468565134236865
SUR-00213449-25,2025-02-05,3,8,0,3_12,954.1676277819342,954.1676277819342,12,3,992576.0537032164,1004964.6311127256,0,1,1,control,954.1676277819342,6.861886851550991,0.9541676277819342
SUR-00640567-25,2025-04-10,3,8,1,3_12,1382.6091939424591,-1382.6091939424591,3,12,992187.3237214696,1005166.368596991,0,1,1,treated,1382.6091939424591,7.232450721983447,-1.3826091939424592
SUR-00368091-25,2025-03-01,3,8,0,3_11,1702.7046062225686,1702.7046062225686,11,3,991057.1721451808,1002923.7831164264,0,1,1,control,1702.7046062225686,7.440560339206097,1.7027046062225686
SUR-02266639-24,2024-12-08,3,8,1,3_11,1730.1836307279098,-1730.1836307279098,3,11,991189.5280721784,1002960.1750014892,0,1,1,treated,1730.1836307279098,7.456560633159163,-1.7301836307279097
SUR-02011095-24,2024-11-02,3,8,1,3_11,1769.0264311427482,-1769.0264311427482,3,11,991368.991661076,1002994.800373093,0,1,1,treated,1769.0264311427482,7.478749758305391,-1.7690264311427482
SUR-00211864-25,2025-02-05,3,8,0,3_12,1677.661884622433,1677.661884622433,12,3,991511.9251721224,1003021.470410844,0,1,1,control,1677.661884622433,7.425752257776284,1.677661884622433
SUR-00337851-25,2025-02-24,3,8,1,3_12,1677.661884622433,-1677.661884622433,3,12,991511.9251721224,1003021.470410844,0,1,1,treated,1677.661884622433,7.425752257776284,-1.677661884622433
SUR-00551470-25,2025-03-28,3,8,0,3_11,1812.132565192548,1812.132565192548,11,3,991138.5288067712,1003040.083659918,0,1,1,control,1812.132565192548,7.502811327327521,1.812132565192548
SUR-02270891-24,2024-12-08,3,8,1,3_11,1840.378271775884,-1840.378271775884,3,11,991068.0597865116,1003063.2164338308,0,1,1,treated,1840.378271775884,7.518269630944811,-1.840378271775884
SUR-00214685-25,2025-02-06,3,8,1,3_11,1917.3913332964544,-1917.3913332964544,3,11,991198.6832099204,1003147.6551271848,0,1,1,treated,1917.3913332964544,7.559242266590221,-1.9173913332964545
SUR-00577330-25,2025-03-31,3,8,0,3_12,1972.445691747627,1972.445691747627,12,3,991240.3368309672,1003152.176593656,0,1,1,control,1972.445691747627,7.5875363759746355,1.972445691747627
SUR-00277154-25,2025-02-15,3,8,1,3_11,1997.721238902026,-1997.721238902026,3,11,991116.131299374,1003224.6866838528,0,1,1,treated,1997.721238902026,7.6002628745021825,-1.997721238902026
SUR-00583169-25,2025-04-01,3,8,1,3_11,1921.521188669252,-1921.521188669252,3,11,991240.3368309672,1003152.176593656,0,1,1,treated,1921.521188669252,7.561392722733498,-1.921521188669252
SUR-00584093-25,2025-04-01,3,8,1,3_11,1921.521188669252,-1921.521188669252,3,11,991240.3368309672,1003152.176593656,0,1,1,treated,1921.521188669252,7.561392722733498,-1.921521188669252
SUR-00731068-25,2025-04-24,3,8,0,3_11,1921.521188669252,1921.521188669252,11,3,991240.3368309672,1003152.176593656,0,1,1,control,1921.521188669252,7.561392722733498,1.921521188669252
SUR-00132864-25,2025-01-24,3,8,0,3_11,650.9247392069744,650.9247392069744,11,3,992535.999107394,1002773.342350848,0,1,1,control,650.9247392069744,6.479929124599871,0.6509247392069745
SUR-00519914-25,2025-03-23,3,8,1,3_12,895.8651882599154,-895.8651882599154,3,12,992266.833120086,1002817.3764168258,0,1,1,treated,895.8651882599154,6.798905558968887,-0.8958651882599153
SUR-00494241-25,2025-03-19,3,8,0,3_11,911.1364697750882,911.1364697750882,11,3,992266.833120086,1002817.3764168258,0,1,1,control,911.1364697750882,6.815789616790977,0.9111364697750882
SUR-02326080-24,2024-12-16,3,8,0,3_12,1094.079631401779,1094.079631401779,12,3,992063.402571954,1002819.7486875202,0,1,1,control,1094.079631401779,6.998582362347782,1.0940796314017789
SUR-00453301-25,2025-03-13,3,8,0,3_12,797.8042520912746,797.8042520912746,12,3,992397.2705609734,1002938.7767711654,0,1,1,control,797.8042520912746,6.683115924626234,0.7978042520912746
SUR-00453354-25,2025-03-13,3,8,0,3_12,796.5872395610444,796.5872395610444,12,3,992398.9773046311,1002940.6564933442,0,1,1,control,796.5872395610444,6.681591219975323,0.7965872395610444
SUR-00453317-25,2025-03-13,3,8,0,3_12,796.5872395610444,796.5872395610444,12,3,992398.9773046311,1002940.6564933442,0,1,1,control,796.5872395610444,6.681591219975323,0.7965872395610444
SUR-00335054-25,2025-02-24,3,8,1,3_12,933.2720166439864,-933.2720166439864,3,12,992264.400992481,1002965.6687516612,0,1,1,treated,933.2720166439864,6.839767634204038,-0.9332720166439864
SUR-02192623-24,2024-11-29,3,8,1,3_12,1122.6207894788436,-1122.6207894788436,3,12,992080.2287518356,1003009.6443108704,0,1,1,treated,1122.6207894788436,7.024311597621079,-1.1226207894788436
SUR-02134838-24,2024-11-20,3,8,1,3_12,1144.903069660081,-1144.903069660081,3,12,992076.5088494244,1003125.8382781836,0,1,1,treated,1144.903069660081,7.043948312249027,-1.144903069660081
SUR-00495096-25,2025-03-19,3,8,0,3_11,1223.59311679777,1223.59311679777,11,3,992076.5088494244,1003125.8382781836,0,1,1,control,1223.59311679777,7.110363918252106,1.22359311679777
SUR-00550835-25,2025-03-28,3,8,0,3_11,886.9308269406688,886.9308269406688,11,3,992511.4501994085,1003134.6190766512,0,1,1,control,886.9308269406688,6.788893842368658,0.8869308269406688
SUR-00550854-25,2025-03-28,3,8,0,3_11,886.9308269406688,886.9308269406688,11,3,992511.4501994085,1003134.6190766512,0,1,1,control,886.9308269406688,6.788893842368658,0.8869308269406688
SUR-00447587-25,2025-03-13,3,8,0,3_12,689.4826807057193,689.4826807057193,12,3,992501.0682770456,1002907.1593064964,0,1,1,control,689.4826807057193,6.537390890283833,0.6894826807057193
SUR-00453330-25,2025-03-13,3,8,0,3_12,778.1354323244559,778.1354323244559,12,3,992413.0783598518,1002920.4684706824,0,1,1,control,778.1354323244559,6.658184884834919,0.7781354323244559
SUR-00763865-25,2025-04-28,3,8,1,3_12,654.715325506749,-654.715325506749,3,12,992543.7084109206,1002935.564774447,0,1,1,treated,654.715325506749,6.48572673973816,-0.6547153255067489
SUR-00751245-25,2025-04-27,3,8,0,3_12,892.7649446019805,892.7649446019805,12,3,992295.968312009,1002923.9222251524,0,1,1,control,892.7649446019805,6.795442815101405,0.8927649446019804
SUR-02263476-24,2024-12-08,3,8,1,3_12,1993.781562291554,-1993.781562291554,3,12,991397.5616973694,1004489.1053877934,0,1,1,treated,1993.781562291554,7.598289830743526,-1.993781562291554
SUR-02263374-24,2024-12-08,3,8,1,3_12,1993.781562291554,-1993.781562291554,3,12,991397.5616973694,1004489.1053877934,0,1,1,treated,1993.781562291554,7.598289830743526,-1.993781562291554
SUR-00515478-25,2025-03-22,3,8,0,3_12,1954.1685041296253,1954.1685041296253,12,3,991437.549830792,1004489.944761668,0,1,1,control,1954.1685041296253,7.578231660075856,1.9541685041296253
SUR-00209373-25,2025-02-05,3,8,0,3_12,1961.395737892123,1961.395737892123,12,3,991434.2513962558,1004523.603958547,0,1,1,control,1961.395737892123,7.581921321056537,1.961395737892123
SUR-00521570-25,2025-03-23,3,8,1,3_12,1988.8831499659368,-1988.8831499659368,3,12,991297.413324995,1003704.7841593137,0,1,1,treated,1988.8831499659368,7.595831197384451,-1.9888831499659367
SUR-00509642-25,2025-03-22,3,8,0,3_12,1914.8295485395984,1914.8295485395984,12,3,991327.9222960548,1003339.488826244,0,1,1,control,1914.8295485395984,7.557905992433356,1.9148295485395983
SUR-02078007-24,2024-11-11,3,8,1,3_12,1911.0131912287404,-1911.0131912287404,3,12,991330.4732180006,1003329.103827273,0,1,1,treated,1911.0131912287404,7.5559119927657585,-1.9110131912287405
SUR-00400240-25,2025-03-05,3,8,1,3_12,1939.8799416514985,-1939.8799416514985,3,12,991337.743803296,1003626.6449579108,0,1,1,treated,1939.8799416514985,7.570896727392766,-1.9398799416514985
SUR-00326253-25,2025-02-23,3,8,0,3_12,1928.3080592564504,1928.3080592564504,12,3,991354.171387318,1003668.1554901524,0,1,1,control,1928.3080592564504,7.564916699095828,1.9283080592564503
SUR-00452825-25,2025-03-13,3,8,0,3_12,1895.7568669832544,1895.7568669832544,12,3,991390.463826486,1003698.7826214108,0,1,1,control,1895.7568669832544,7.547900794606123,1.8957568669832543
SUR-00452829-25,2025-03-13,3,8,0,3_12,1895.7568669832544,1895.7568669832544,12,3,991390.463826486,1003698.7826214108,0,1,1,control,1895.7568669832544,7.547900794606123,1.8957568669832543
SUR-00453097-25,2025-03-13,3,8,0,3_12,1895.7568669832544,1895.7568669832544,12,3,991390.463826486,1003698.7826214108,0,1,1,control,1895.7568669832544,7.547900794606123,1.8957568669832543
SUR-00452960-25,2025-03-13,3,8,0,3_12,1895.7568669832544,1895.7568669832544,12,3,991390.463826486,1003698.7826214108,0,1,1,control,1895.7568669832544,7.547900794606123,1.8957568669832543
SUR-00575807-25,2025-03-31,3,8,0,3_12,1794.6118651388408,1794.6118651388408,12,3,991468.8266262218,1003497.2103642718,0,1,1,control,1794.6118651388408,7.493101114782381,1.7946118651388407
SUR-00509732-25,2025-03-22,3,8,0,3_12,1714.331483905759,1714.331483905759,12,3,991524.0610664262,1003291.947260284,0,1,1,control,1714.331483905759,7.447361625999131,1.7143314839057588
SUR-00509782-25,2025-03-22,3,8,0,3_12,1714.331483905759,1714.331483905759,12,3,991524.0610664262,1003291.947260284,0,1,1,control,1714.331483905759,7.447361625999131,1.7143314839057588
SUR-00576422-25,2025-03-31,3,8,0,3_12,1715.387304405011,1715.387304405011,12,3,991548.0264508683,1003492.0642079088,0,1,1,control,1715.387304405011,7.447976956448794,1.715387304405011
SUR-00192129-25,2025-02-02,3,8,0,3_11,1835.91264597652,1835.91264597652,11,3,991550.5218152704,1003439.3386326188,0,1,1,control,1835.91264597652,7.515841531540385,1.83591264597652
SUR-02247768-24,2024-12-07,3,8,0,3_12,1734.3459056909608,1734.3459056909608,12,3,991554.3090886682,1003710.6645692504,0,1,1,control,1734.3459056909608,7.458962041783876,1.7343459056909607
SUR-00751219-25,2025-04-27,3,8,0,3_12,1793.1150034629006,1793.1150034629006,12,3,991467.6037140338,1003475.3949578136,0,1,1,control,1793.1150034629006,7.492267145058506,1.7931150034629006
SUR-00750636-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00750700-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00750098-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00750596-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00750616-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00750441-25,2025-04-27,3,8,0,3_12,1976.016275883864,1976.016275883864,12,3,991460.0240827196,1004763.653984694,0,1,1,control,1976.016275883864,7.589344055753757,1.976016275883864
SUR-00368321-25,2025-03-01,3,8,0,3_11,1984.0211841362232,1984.0211841362232,11,3,991580.6582844732,1003740.0576571784,0,1,1,control,1984.0211841362232,7.593384865173273,1.9840211841362232
SUR-02134144-24,2024-11-20,3,8,1,3_12,1742.0995420329225,-1742.0995420329225,3,12,991577.792927662,1003974.8923923802,0,1,1,treated,1742.0995420329225,7.4634201534894,-1.7420995420329226
SUR-00518506-25,2025-03-23,3,8,1,3_12,1837.8404252120456,-1837.8404252120456,3,12,991635.906486521,1004915.8042528376,0,1,1,treated,1837.8404252120456,7.516890448252111,-1.8378404252120453
SUR-02191866-24,2024-11-29,3,8,1,3_12,1869.6827276489844,-1869.6827276489844,3,12,991624.962181274,1004993.3751229482,0,1,1,treated,1869.6827276489844,7.534058738217127,-1.8696827276489845
SUR-00518459-25,2025-03-23,3,8,1,3_12,1869.6827276489844,-1869.6827276489844,3,12,991624.962181274,1004993.3751229482,0,1,1,treated,1869.6827276489844,7.534058738217127,-1.8696827276489845
SUR-00154624-25,2025-01-27,3,8,0,3_12,1245.7712457618757,1245.7712457618757,12,3,991985.7222146064,1003207.247662372,0,1,1,control,1245.7712457618757,7.128312485196919,1.2457712457618757
SUR-02011752-24,2024-11-02,3,8,1,3_12,1371.6797400744465,-1371.6797400744465,3,12,991859.4763585592,1003212.256672652,0,1,1,treated,1371.6797400744465,7.224520122969302,-1.3716797400744465
SUR-00157969-25,2025-01-27,3,8,0,3_12,1401.390843979483,1401.390843979483,12,3,991834.258118278,1003250.4795950186,0,1,1,control,1401.390843979483,7.2459338047633235,1.4013908439794829
SUR-00370384-25,2025-03-01,3,8,0,3_11,1497.8418467400052,1497.8418467400052,11,3,991850.40483873,1003281.7581383012,0,1,1,control,1497.8418467400052,7.312447986692572,1.4978418467400052
SUR-00751104-25,2025-04-27,3,8,0,3_12,1116.4702697127618,1116.4702697127618,12,3,992342.9502718268,1004765.5368953152,0,1,1,control,1116.4702697127618,7.018822721849942,1.1164702697127618
SUR-00751130-25,2025-04-27,3,8,0,3_12,1116.4702697127618,1116.4702697127618,12,3,992342.9502718268,1004765.5368953152,0,1,1,control,1116.4702697127618,7.018822721849942,1.1164702697127618
SUR-00751098-25,2025-04-27,3,8,0,3_12,1094.8358458063076,1094.8358458063076,12,3,992388.0334943772,1004836.0371461416,0,1,1,control,1094.8358458063076,6.9992726805662855,1.0948358458063077
SUR-00751138-25,2025-04-27,3,8,0,3_12,1094.8358458063076,1094.8358458063076,12,3,992388.0334943772,1004836.0371461416,0,1,1,control,1094.8358458063076,6.9992726805662855,1.0948358458063077
SUR-00399606-25,2025-03-05,3,8,1,3_12,1060.396737168391,-1060.396737168391,3,12,992464.607283354,1004951.9668565032,0,1,1,treated,1060.396737168391,6.967340996306152,-1.060396737168391
SUR-00049970-25,2025-01-10,3,8,1,3_12,1013.6449036690608,-1013.6449036690608,3,12,992483.6949205128,1004867.6542822332,0,1,1,treated,1013.6449036690608,6.922293981662678,-1.013644903669061
SUR-00265868-25,2025-02-14,3,8,0,3_12,419.1886760380674,419.1886760380674,12,3,992695.7108177126,1002511.8175122304,0,1,1,control,419.1886760380674,6.040703839066492,0.4191886760380674
SUR-00265933-25,2025-02-14,3,8,0,3_12,394.74362057088285,394.74362057088285,12,3,992720.1635015282,1002515.3992016824,0,1,1,control,394.74362057088285,5.980766578785037,0.3947436205708828
SUR-00217042-25,2025-02-06,3,8,1,3_12,556.1153908441952,-556.1153908441952,3,12,992618.6082607365,1002825.9437569692,0,1,1,treated,556.1153908441952,6.3227723833624365,-0.5561153908441951
SUR-00132874-25,2025-01-24,3,8,0,3_11,604.9943624850762,604.9943624850762,11,3,992618.6082607365,1002825.9437569692,0,1,1,control,604.9943624850762,6.406870683196136,0.6049943624850762
SUR-02069987-24,2024-11-11,3,8,1,3_12,575.1451095693861,-575.1451095693861,3,12,992682.5411355296,1003375.3346709092,0,1,1,treated,575.1451095693861,6.356359555303521,-0.5751451095693861
SUR-02334526-24,2024-12-17,3,8,1,3_12,629.3675464030673,-629.3675464030673,3,12,992656.4980009794,1003622.9330072992,0,1,1,treated,629.3675464030673,6.446303056258878,-0.6293675464030674
SUR-00048177-25,2025-01-09,3,8,0,3_12,659.403977583718,659.403977583718,12,3,992685.2979448484,1004014.8520402904,0,1,1,control,659.403977583718,6.492851735019534,0.6594039775837179
SUR-02194274-24,2024-11-29,3,8,1,3_12,658.1689657256812,-658.1689657256812,3,12,992721.39676261,1004310.8070658762,0,1,1,treated,658.1689657256812,6.490979898794188,-0.6581689657256813
SUR-00556017-25,2025-03-28,3,8,0,3_11,619.5481737015504,619.5481737015504,11,3,992597.5153146676,1002819.9920218912,0,1,1,control,619.5481737015504,6.430603238539293,0.6195481737015504
SUR-00755627-25,2025-04-27,3,8,0,3_12,622.0896894054847,622.0896894054847,12,3,992759.694307987,1004327.4460626337,0,1,1,control,622.0896894054847,6.4346904721583895,0.6220896894054847
SUR-00704970-25,2025-04-19,3,8,1,3_12,598.926288291661,-598.926288291661,3,12,992591.4384763693,1002895.5938886112,0,1,1,treated,598.926288291661,6.396806794821885,-0.598926288291661
SUR-00273507-25,2025-02-15,3,8,1,3_12,911.1397715393932,-911.1397715393932,3,12,992675.4673656723,1005126.1527803967,0,1,1,treated,911.1397715393932,6.815793236598362,-0.9111397715393932
SUR-00273475-25,2025-02-15,3,8,1,3_12,803.1797143542051,-803.1797143542051,3,12,992762.139049302,1005054.204766236,0,1,1,treated,803.1797143542051,6.689822769517081,-0.8031797143542051
SUR-00266069-25,2025-02-14,3,8,0,3_12,778.9264648909217,778.9264648909217,12,3,992647.9304004262,1004595.4874421704,0,1,1,control,778.9264648909217,6.659199639458527,0.7789264648909217
SUR-00271146-25,2025-02-15,3,8,1,3_12,868.8806426379326,-868.8806426379326,3,12,992610.6859536888,1004791.3951078736,0,1,1,treated,868.8806426379326,6.768356009866703,-0.8688806426379326
SUR-00049981-25,2025-01-10,3,8,1,3_12,547.8991601294512,-547.8991601294512,3,12,992959.8070131142,1004812.50073486,0,1,1,treated,547.8991601294512,6.307914745457117,-0.5478991601294512
SUR-02250469-24,2024-12-07,3,8,0,3_12,933.2933140763864,933.2933140763864,12,3,992607.2427978782,1005002.063368204,0,1,1,control,933.2933140763864,6.839790429695372,0.9332933140763864
SUR-02259033-24,2024-12-08,3,8,1,3_12,472.8932538754509,-472.8932538754509,3,12,993047.4080057228,1004865.8739965244,0,1,1,treated,472.8932538754509,6.160982093538712,-0.4728932538754509
SUR-02066039-24,2024-11-10,3,8,0,3_12,860.9871054460543,860.9871054460543,12,3,992626.48501599,1004813.5707671724,0,1,1,control,860.9871054460543,6.759240311672521,0.8609871054460543
SUR-02066039-24,2024-11-10,3,8,0,3_12,860.9871054460543,860.9871054460543,12,3,992626.48501599,1004813.5707671724,1,1,1,control,860.9871054460543,6.759240311672521,0.8609871054460543
SUR-02326835-24,2024-12-16,3,8,0,3_12,790.0173148766833,790.0173148766833,12,3,992692.1060053022,1004786.2389258678,0,1,1,control,790.0173148766833,6.673319857384817,0.7900173148766833
SUR-02270951-24,2024-12-08,3,8,1,3_12,770.8447879974783,-770.8447879974783,3,12,992624.7233625256,1004438.7656201476,0,1,1,treated,770.8447879974783,6.648783477994412,-0.7708447879974784
SUR-00209322-25,2025-02-05,3,8,0,3_12,857.6479870146852,857.6479870146852,12,3,992628.1910479164,1004808.3478374014,0,1,1,control,857.6479870146852,6.755359044066424,0.8576479870146853
SUR-00524676-25,2025-03-23,3,8,1,3_12,908.6386898570734,-908.6386898570734,3,12,992602.3331074646,1004885.8502879884,0,1,1,treated,908.6386898570734,6.813047476554906,-0.9086386898570734
SUR-00396046-25,2025-03-05,3,8,1,3_12,981.9425990395108,-981.9425990395108,3,12,992622.1100335782,1005180.489844532,0,1,1,treated,981.9425990395108,6.890550724789608,-0.9819425990395108
SUR-00703803-25,2025-04-19,3,8,1,3_12,790.0173148766833,-790.0173148766833,3,12,992692.1060053022,1004786.2389258678,0,1,1,treated,790.0173148766833,6.673319857384817,-0.7900173148766833
SUR-00452503-25,2025-03-13,3,8,0,3_12,812.7299235317153,812.7299235317153,12,3,992634.3528876622,1001843.9427690874,0,1,1,control,812.7299235317153,6.701628521675224,0.8127299235317152
SUR-00579950-25,2025-04-01,3,8,1,3_11,252.9434156829558,-252.9434156829558,3,11,992678.1355930098,1001599.5491014489,0,1,1,treated,252.9434156829558,5.537111469299219,-0.2529434156829558
SUR-00192157-25,2025-02-02,3,8,0,3_11,56.228699032075184,56.228699032075184,11,3,993060.9361823068,1002488.575712358,0,1,1,control,56.228699032075184,4.047055503890659,0.0562286990320751
SUR-00512495-25,2025-03-22,3,8,0,3_12,59.13904025478388,59.13904025478388,12,3,993060.9361823068,1002488.575712358,0,1,1,control,59.13904025478388,4.096659218915982,0.0591390402547838
