basis,se,mde_pct,upper_ci_pct,tightest_pct,tost_p
date-block bootstrap,0.00813004233222555,8.098365053953282,5.921238527599024,5.009749108178907,3.755315826526598e-4
placebo-calibrated (conservative),0.018805569144467994,18.732296555899,13.364990578961024,11.25662796522495,0.07255545260301074
